dataset_id,ten_tieng_viet,nguon,source_url,loai_du_lieu,tooltip_giai_thich
kpi_scale_catalog_090406Z,kpi scale catalog 090406Z,repo SEA,datasets/gold/archive/2026-05-20/kpi_scale_catalog_090406Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_scale_catalog_092316Z,kpi scale catalog 092316Z,repo SEA,datasets/gold/archive/2026-05-20/kpi_scale_catalog_092316Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_scale_catalog_095553Z,kpi scale catalog 095553Z,repo SEA,datasets/gold/archive/2026-05-20/kpi_scale_catalog_095553Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_scale_catalog_095620Z,kpi scale catalog 095620Z,repo SEA,datasets/gold/archive/2026-05-20/kpi_scale_catalog_095620Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_scale_catalog_102114Z,kpi scale catalog 102114Z,repo SEA,datasets/gold/archive/2026-05-20/kpi_scale_catalog_102114Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_scale_catalog_105037Z,kpi scale catalog 105037Z,repo SEA,datasets/gold/archive/2026-05-20/kpi_scale_catalog_105037Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_scale_catalog_143522Z,kpi scale catalog 143522Z,repo SEA,datasets/gold/archive/2026-05-20/kpi_scale_catalog_143522Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_scale_catalog_151825Z,kpi scale catalog 151825Z,repo SEA,datasets/gold/archive/2026-05-20/kpi_scale_catalog_151825Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi_052117Z,local spending poi 052117Z,repo SEA,datasets/gold/archive/2026-05-20/local_spending_poi_052117Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi_054220Z,local spending poi 054220Z,repo SEA,datasets/gold/archive/2026-05-20/local_spending_poi_054220Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi_073803Z,local spending poi 073803Z,repo SEA,datasets/gold/archive/2026-05-20/local_spending_poi_073803Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi_083719Z,local spending poi 083719Z,repo SEA,datasets/gold/archive/2026-05-20/local_spending_poi_083719Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi_090406Z,local spending poi 090406Z,repo SEA,datasets/gold/archive/2026-05-20/local_spending_poi_090406Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi_092316Z,local spending poi 092316Z,repo SEA,datasets/gold/archive/2026-05-20/local_spending_poi_092316Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi_095553Z,local spending poi 095553Z,repo SEA,datasets/gold/archive/2026-05-20/local_spending_poi_095553Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi_095620Z,local spending poi 095620Z,repo SEA,datasets/gold/archive/2026-05-20/local_spending_poi_095620Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi_102114Z,local spending poi 102114Z,repo SEA,datasets/gold/archive/2026-05-20/local_spending_poi_102114Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi_105037Z,local spending poi 105037Z,repo SEA,datasets/gold/archive/2026-05-20/local_spending_poi_105037Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi_143522Z,local spending poi 143522Z,repo SEA,datasets/gold/archive/2026-05-20/local_spending_poi_143522Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi_151825Z,local spending poi 151825Z,repo SEA,datasets/gold/archive/2026-05-20/local_spending_poi_151825Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts_052117Z,national destination alerts 052117Z,repo SEA,datasets/gold/archive/2026-05-20/national_destination_alerts_052117Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts_054220Z,national destination alerts 054220Z,repo SEA,datasets/gold/archive/2026-05-20/national_destination_alerts_054220Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts_073803Z,national destination alerts 073803Z,repo SEA,datasets/gold/archive/2026-05-20/national_destination_alerts_073803Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts_083719Z,national destination alerts 083719Z,repo SEA,datasets/gold/archive/2026-05-20/national_destination_alerts_083719Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts_090406Z,national destination alerts 090406Z,repo SEA,datasets/gold/archive/2026-05-20/national_destination_alerts_090406Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts_092316Z,national destination alerts 092316Z,repo SEA,datasets/gold/archive/2026-05-20/national_destination_alerts_092316Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts_095553Z,national destination alerts 095553Z,repo SEA,datasets/gold/archive/2026-05-20/national_destination_alerts_095553Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts_095620Z,national destination alerts 095620Z,repo SEA,datasets/gold/archive/2026-05-20/national_destination_alerts_095620Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts_102114Z,national destination alerts 102114Z,repo SEA,datasets/gold/archive/2026-05-20/national_destination_alerts_102114Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts_105037Z,national destination alerts 105037Z,repo SEA,datasets/gold/archive/2026-05-20/national_destination_alerts_105037Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts_143522Z,national destination alerts 143522Z,repo SEA,datasets/gold/archive/2026-05-20/national_destination_alerts_143522Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts_151825Z,national destination alerts 151825Z,repo SEA,datasets/gold/archive/2026-05-20/national_destination_alerts_151825Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations_052117Z,news action recommendations 052117Z,repo SEA,datasets/gold/archive/2026-05-20/news_action_recommendations_052117Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations_054220Z,news action recommendations 054220Z,repo SEA,datasets/gold/archive/2026-05-20/news_action_recommendations_054220Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations_073803Z,news action recommendations 073803Z,repo SEA,datasets/gold/archive/2026-05-20/news_action_recommendations_073803Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations_083719Z,news action recommendations 083719Z,repo SEA,datasets/gold/archive/2026-05-20/news_action_recommendations_083719Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations_090406Z,news action recommendations 090406Z,repo SEA,datasets/gold/archive/2026-05-20/news_action_recommendations_090406Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations_092316Z,news action recommendations 092316Z,repo SEA,datasets/gold/archive/2026-05-20/news_action_recommendations_092316Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations_095553Z,news action recommendations 095553Z,repo SEA,datasets/gold/archive/2026-05-20/news_action_recommendations_095553Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations_095620Z,news action recommendations 095620Z,repo SEA,datasets/gold/archive/2026-05-20/news_action_recommendations_095620Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations_102114Z,news action recommendations 102114Z,repo SEA,datasets/gold/archive/2026-05-20/news_action_recommendations_102114Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations_105037Z,news action recommendations 105037Z,repo SEA,datasets/gold/archive/2026-05-20/news_action_recommendations_105037Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations_143522Z,news action recommendations 143522Z,repo SEA,datasets/gold/archive/2026-05-20/news_action_recommendations_143522Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations_151825Z,news action recommendations 151825Z,repo SEA,datasets/gold/archive/2026-05-20/news_action_recommendations_151825Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events_052117Z,news events 052117Z,repo SEA,datasets/gold/archive/2026-05-20/news_events_052117Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events_054220Z,news events 054220Z,repo SEA,datasets/gold/archive/2026-05-20/news_events_054220Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events_073803Z,news events 073803Z,repo SEA,datasets/gold/archive/2026-05-20/news_events_073803Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events_083719Z,news events 083719Z,repo SEA,datasets/gold/archive/2026-05-20/news_events_083719Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events_090406Z,news events 090406Z,repo SEA,datasets/gold/archive/2026-05-20/news_events_090406Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events_092316Z,news events 092316Z,repo SEA,datasets/gold/archive/2026-05-20/news_events_092316Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events_095553Z,news events 095553Z,repo SEA,datasets/gold/archive/2026-05-20/news_events_095553Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events_095620Z,news events 095620Z,repo SEA,datasets/gold/archive/2026-05-20/news_events_095620Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events_102114Z,news events 102114Z,repo SEA,datasets/gold/archive/2026-05-20/news_events_102114Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events_105037Z,news events 105037Z,repo SEA,datasets/gold/archive/2026-05-20/news_events_105037Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events_143522Z,news events 143522Z,repo SEA,datasets/gold/archive/2026-05-20/news_events_143522Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events_151825Z,news events 151825Z,repo SEA,datasets/gold/archive/2026-05-20/news_events_151825Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals_052117Z,news risk signals 052117Z,repo SEA,datasets/gold/archive/2026-05-20/news_risk_signals_052117Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals_054220Z,news risk signals 054220Z,repo SEA,datasets/gold/archive/2026-05-20/news_risk_signals_054220Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals_073803Z,news risk signals 073803Z,repo SEA,datasets/gold/archive/2026-05-20/news_risk_signals_073803Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals_083719Z,news risk signals 083719Z,repo SEA,datasets/gold/archive/2026-05-20/news_risk_signals_083719Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals_090406Z,news risk signals 090406Z,repo SEA,datasets/gold/archive/2026-05-20/news_risk_signals_090406Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals_092316Z,news risk signals 092316Z,repo SEA,datasets/gold/archive/2026-05-20/news_risk_signals_092316Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals_095553Z,news risk signals 095553Z,repo SEA,datasets/gold/archive/2026-05-20/news_risk_signals_095553Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals_095620Z,news risk signals 095620Z,repo SEA,datasets/gold/archive/2026-05-20/news_risk_signals_095620Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals_102114Z,news risk signals 102114Z,repo SEA,datasets/gold/archive/2026-05-20/news_risk_signals_102114Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals_105037Z,news risk signals 105037Z,repo SEA,datasets/gold/archive/2026-05-20/news_risk_signals_105037Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals_143522Z,news risk signals 143522Z,repo SEA,datasets/gold/archive/2026-05-20/news_risk_signals_143522Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals_151825Z,news risk signals 151825Z,repo SEA,datasets/gold/archive/2026-05-20/news_risk_signals_151825Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison_052117Z,proxy vs nearrealtime comparison 052117Z,repo SEA,datasets/gold/archive/2026-05-20/proxy_vs_nearrealtime_comparison_052117Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison_054220Z,proxy vs nearrealtime comparison 054220Z,repo SEA,datasets/gold/archive/2026-05-20/proxy_vs_nearrealtime_comparison_054220Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison_073803Z,proxy vs nearrealtime comparison 073803Z,repo SEA,datasets/gold/archive/2026-05-20/proxy_vs_nearrealtime_comparison_073803Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison_083719Z,proxy vs nearrealtime comparison 083719Z,repo SEA,datasets/gold/archive/2026-05-20/proxy_vs_nearrealtime_comparison_083719Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison_090406Z,proxy vs nearrealtime comparison 090406Z,repo SEA,datasets/gold/archive/2026-05-20/proxy_vs_nearrealtime_comparison_090406Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison_092316Z,proxy vs nearrealtime comparison 092316Z,repo SEA,datasets/gold/archive/2026-05-20/proxy_vs_nearrealtime_comparison_092316Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison_095553Z,proxy vs nearrealtime comparison 095553Z,repo SEA,datasets/gold/archive/2026-05-20/proxy_vs_nearrealtime_comparison_095553Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison_095620Z,proxy vs nearrealtime comparison 095620Z,repo SEA,datasets/gold/archive/2026-05-20/proxy_vs_nearrealtime_comparison_095620Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison_102114Z,proxy vs nearrealtime comparison 102114Z,repo SEA,datasets/gold/archive/2026-05-20/proxy_vs_nearrealtime_comparison_102114Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison_105037Z,proxy vs nearrealtime comparison 105037Z,repo SEA,datasets/gold/archive/2026-05-20/proxy_vs_nearrealtime_comparison_105037Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison_143522Z,proxy vs nearrealtime comparison 143522Z,repo SEA,datasets/gold/archive/2026-05-20/proxy_vs_nearrealtime_comparison_143522Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
proxy_vs_nearrealtime_comparison_151825Z,proxy vs nearrealtime comparison 151825Z,repo SEA,datasets/gold/archive/2026-05-20/proxy_vs_nearrealtime_comparison_151825Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features_052117Z,redistribution features 052117Z,repo SEA,datasets/gold/archive/2026-05-20/redistribution_features_052117Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features_054220Z,redistribution features 054220Z,repo SEA,datasets/gold/archive/2026-05-20/redistribution_features_054220Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features_073803Z,redistribution features 073803Z,repo SEA,datasets/gold/archive/2026-05-20/redistribution_features_073803Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features_083719Z,redistribution features 083719Z,repo SEA,datasets/gold/archive/2026-05-20/redistribution_features_083719Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features_090406Z,redistribution features 090406Z,repo SEA,datasets/gold/archive/2026-05-20/redistribution_features_090406Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features_092316Z,redistribution features 092316Z,repo SEA,datasets/gold/archive/2026-05-20/redistribution_features_092316Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features_095553Z,redistribution features 095553Z,repo SEA,datasets/gold/archive/2026-05-20/redistribution_features_095553Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features_095620Z,redistribution features 095620Z,repo SEA,datasets/gold/archive/2026-05-20/redistribution_features_095620Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features_102114Z,redistribution features 102114Z,repo SEA,datasets/gold/archive/2026-05-20/redistribution_features_102114Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features_105037Z,redistribution features 105037Z,repo SEA,datasets/gold/archive/2026-05-20/redistribution_features_105037Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features_143522Z,redistribution features 143522Z,repo SEA,datasets/gold/archive/2026-05-20/redistribution_features_143522Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
redistribution_features_151825Z,redistribution features 151825Z,repo SEA,datasets/gold/archive/2026-05-20/redistribution_features_151825Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
thoi_tiet_hien_tai_143522Z,thoi tiet hien tai 143522Z,repo SEA,datasets/gold/archive/2026-05-20/thoi_tiet_hien_tai_143522Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
thoi_tiet_hien_tai_151825Z,thoi tiet hien tai 151825Z,repo SEA,datasets/gold/archive/2026-05-20/thoi_tiet_hien_tai_151825Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores_052117Z,ticket pressure scores 052117Z,repo SEA,datasets/gold/archive/2026-05-20/ticket_pressure_scores_052117Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores_054220Z,ticket pressure scores 054220Z,repo SEA,datasets/gold/archive/2026-05-20/ticket_pressure_scores_054220Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores_073803Z,ticket pressure scores 073803Z,repo SEA,datasets/gold/archive/2026-05-20/ticket_pressure_scores_073803Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores_083719Z,ticket pressure scores 083719Z,repo SEA,datasets/gold/archive/2026-05-20/ticket_pressure_scores_083719Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores_090406Z,ticket pressure scores 090406Z,repo SEA,datasets/gold/archive/2026-05-20/ticket_pressure_scores_090406Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores_092316Z,ticket pressure scores 092316Z,repo SEA,datasets/gold/archive/2026-05-20/ticket_pressure_scores_092316Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores_095553Z,ticket pressure scores 095553Z,repo SEA,datasets/gold/archive/2026-05-20/ticket_pressure_scores_095553Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores_095620Z,ticket pressure scores 095620Z,repo SEA,datasets/gold/archive/2026-05-20/ticket_pressure_scores_095620Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores_102114Z,ticket pressure scores 102114Z,repo SEA,datasets/gold/archive/2026-05-20/ticket_pressure_scores_102114Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores_105037Z,ticket pressure scores 105037Z,repo SEA,datasets/gold/archive/2026-05-20/ticket_pressure_scores_105037Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores_143522Z,ticket pressure scores 143522Z,repo SEA,datasets/gold/archive/2026-05-20/ticket_pressure_scores_143522Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
ticket_pressure_scores_151825Z,ticket pressure scores 151825Z,repo SEA,datasets/gold/archive/2026-05-20/ticket_pressure_scores_151825Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
xep_hang_canh_bao_toan_quoc_083719Z,xep hang canh bao toan quoc 083719Z,repo SEA,datasets/gold/archive/2026-05-20/xep_hang_canh_bao_toan_quoc_083719Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
xep_hang_canh_bao_toan_quoc_090406Z,xep hang canh bao toan quoc 090406Z,repo SEA,datasets/gold/archive/2026-05-20/xep_hang_canh_bao_toan_quoc_090406Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
xep_hang_canh_bao_toan_quoc_092316Z,xep hang canh bao toan quoc 092316Z,repo SEA,datasets/gold/archive/2026-05-20/xep_hang_canh_bao_toan_quoc_092316Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
xep_hang_canh_bao_toan_quoc_095553Z,xep hang canh bao toan quoc 095553Z,repo SEA,datasets/gold/archive/2026-05-20/xep_hang_canh_bao_toan_quoc_095553Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
xep_hang_canh_bao_toan_quoc_095620Z,xep hang canh bao toan quoc 095620Z,repo SEA,datasets/gold/archive/2026-05-20/xep_hang_canh_bao_toan_quoc_095620Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
xep_hang_canh_bao_toan_quoc_102114Z,xep hang canh bao toan quoc 102114Z,repo SEA,datasets/gold/archive/2026-05-20/xep_hang_canh_bao_toan_quoc_102114Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
xep_hang_canh_bao_toan_quoc_105037Z,xep hang canh bao toan quoc 105037Z,repo SEA,datasets/gold/archive/2026-05-20/xep_hang_canh_bao_toan_quoc_105037Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
xep_hang_canh_bao_toan_quoc_143522Z,xep hang canh bao toan quoc 143522Z,repo SEA,datasets/gold/archive/2026-05-20/xep_hang_canh_bao_toan_quoc_143522Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
xep_hang_canh_bao_toan_quoc_151825Z,xep hang canh bao toan quoc 151825Z,repo SEA,datasets/gold/archive/2026-05-20/xep_hang_canh_bao_toan_quoc_151825Z.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
congestion_features,congestion features,repo SEA,datasets/gold/congestion_features.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
attraction_ticket_catalog,attraction ticket catalog,repo SEA,datasets/gold/current/attraction_ticket_catalog.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
danh_sach_diem_den_mo_rong,danh sach diem den mo rong,repo SEA,datasets/gold/current/danh_sach_diem_den_mo_rong.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
de_xuat_hieu_qua_kinh_te,de xuat hieu qua kinh te,repo SEA,datasets/gold/current/de_xuat_hieu_qua_kinh_te.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
du_bao_thoi_tiet_7_ngay,du bao thoi tiet 7 ngay,repo SEA,datasets/gold/current/du_bao_thoi_tiet_7_ngay.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
economic_action_recommendations,economic action recommendations,repo SEA,datasets/gold/current/economic_action_recommendations.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
flight_price_signal,flight price signal,repo SEA,datasets/gold/current/flight_price_signal.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
forecast_demand_scores,forecast demand scores,repo SEA,datasets/gold/current/forecast_demand_scores.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
hotel_price_pressure,hotel price pressure,repo SEA,datasets/gold/current/hotel_price_pressure.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kiem_dinh_proxy,kiem dinh proxy,repo SEA,datasets/gold/current/kiem_dinh_proxy.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_confidence_scores,kpi confidence scores,repo SEA,datasets/gold/current/kpi_confidence_scores.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
kpi_scale_catalog,kpi scale catalog,repo SEA,datasets/gold/current/kpi_scale_catalog.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
local_spending_poi,local spending poi,repo SEA,datasets/gold/current/local_spending_poi.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
national_destination_alerts,national destination alerts,repo SEA,datasets/gold/current/national_destination_alerts.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_action_recommendations,news action recommendations,repo SEA,datasets/gold/current/news_action_recommendations.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_events,news events,repo SEA,datasets/gold/current/news_events.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
news_risk_signals,news risk signals,repo SEA,datasets/gold/current/news_risk_signals.csv,mixed,"Bảng audit tự động từ file trong repo, phân loại thận trọng theo thư mục."
