"xep_hang","ten_diem_den","tinh_thanh","vung","muc_canh_bao","diem_ap_luc","diem_thoi_tiet","diem_ha_tang","diem_co_hoi_kinh_te","diem_dieu_phoi","du_bao_24_gio","du_bao_7_ngay","du_bao_30_ngay","nhiet_do_hien_tai","kha_nang_mua","gio","trang_thai_thoi_tiet_ngan","cap_nhat_thoi_tiet_luc","loai_du_lieu","do_tin_cay","ly_do_xep_hang","hanh_dong_de_xuat","hieu_qua_kinh_te_du_kien","cap_nhat_lan_cuoi"
"50","Đất Mũi Cà Mau","Cà Mau","Đồng bằng sông Cửu Long","xám","36.0","50.0","35.0","25.05","35.0","40.2","34.5","31.11","","","","thiếu dữ liệu","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","43.75","hạ tầng proxy yếu; thiếu POI/nguồn kiểm định","Không đẩy khách đại trà; ưu tiên bãi đỗ, vệ sinh công cộng, biển chỉ dẫn, QR vé và điểm thông tin du lịch.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"51","Sóc Trăng","Sóc Trăng","Đồng bằng sông Cửu Long","xám","36.0","50.0","35.0","25.05","35.0","40.2","34.5","31.11","","","","thiếu dữ liệu","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","43.75","hạ tầng proxy yếu; thiếu POI/nguồn kiểm định","Không đẩy khách đại trà; ưu tiên bãi đỗ, vệ sinh công cộng, biển chỉ dẫn, QR vé và điểm thông tin du lịch.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"52","Trà Vinh","Trà Vinh","Đồng bằng sông Cửu Long","xám","36.0","50.0","35.0","25.05","35.0","40.2","34.5","31.11","","","","thiếu dữ liệu","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","43.75","hạ tầng proxy yếu; thiếu POI/nguồn kiểm định","Không đẩy khách đại trà; ưu tiên bãi đỗ, vệ sinh công cộng, biển chỉ dẫn, QR vé và điểm thông tin du lịch.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"53","Đồ Sơn","Hải Phòng","Đồng bằng sông Hồng","xám","36.0","50.0","35.0","25.05","35.0","40.2","34.5","31.11","","","","thiếu dữ liệu","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","43.75","hạ tầng proxy yếu; thiếu POI/nguồn kiểm định","Không đẩy khách đại trà; ưu tiên bãi đỗ, vệ sinh công cộng, biển chỉ dẫn, QR vé và điểm thông tin du lịch.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"54","Thịnh Long","Nam Định","Đồng bằng sông Hồng","xám","36.0","50.0","35.0","25.05","35.0","40.2","34.5","31.11","","","","thiếu dữ liệu","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","43.75","hạ tầng proxy yếu; thiếu POI/nguồn kiểm định","Không đẩy khách đại trà; ưu tiên bãi đỗ, vệ sinh công cộng, biển chỉ dẫn, QR vé và điểm thông tin du lịch.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"55","Moc Chau","Son La","northern_mountains","xám","34.61","46.02","32.1","24.31","35.0","38.03","33.46","30.48","22.4","0.0","5.9","Ổn định","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","61.5","hạ tầng proxy yếu; thiếu POI/nguồn kiểm định","Không đẩy khách đại trà; ưu tiên bãi đỗ, vệ sinh công cộng, biển chỉ dẫn, QR vé và điểm thông tin du lịch.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"56","Ben Tre","Ben Tre","mekong_delta","xám","33.56","43.02","32.84","24.78","35.0","36.4","32.67","30.2","27.4","0.0","4.9","Ổn định","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","61.5","hạ tầng proxy yếu; thiếu POI/nguồn kiểm định","Không đẩy khách đại trà; ưu tiên bãi đỗ, vệ sinh công cộng, biển chỉ dẫn, QR vé và điểm thông tin du lịch.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"57","An Giang","An Giang","mekong_delta","xám","32.63","40.38","33.51","25.2","35.0","34.96","31.97","29.96","28.0","0.0","3.1","Ổn định","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","61.5","hạ tầng proxy yếu; thiếu POI/nguồn kiểm định","Không đẩy khách đại trà; ưu tiên bãi đỗ, vệ sinh công cộng, biển chỉ dẫn, QR vé và điểm thông tin du lịch.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"58","Can Tho","Can Tho","mekong_delta","xám","32.07","38.76","34.92","27.16","35.0","34.08","31.55","30.16","27.0","0.0","5.2","Ổn định","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","61.5","hạ tầng proxy yếu; thiếu POI/nguồn kiểm định","Không đẩy khách đại trà; ưu tiên bãi đỗ, vệ sinh công cộng, biển chỉ dẫn, QR vé và điểm thông tin du lịch.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"59","Nha Trang","Khanh Hoa","south_central_coast","xám","28.72","43.08","50.78","46.63","35.0","33.03","27.07","29.33","27.7","0.0","4.6","Ổn định","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","61.5","thiếu POI/nguồn kiểm định","Theo dõi thời tiết, giá/lưu trú và sự kiện; chuẩn bị shuttle, voucher giờ thấp điểm.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"60","Con Dao","Ba Ria - Vung Tau","southeast_islands","xám","27.69","65.62","36.71","30.01","35.0","39.07","22.68","19.14","29.4","0.0","16.9","Ổn định","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","61.5","hạ tầng proxy yếu; thiếu POI/nguồn kiểm định","Không đẩy khách đại trà; ưu tiên bãi đỗ, vệ sinh công cộng, biển chỉ dẫn, QR vé và điểm thông tin du lịch.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"61","Sa Pa","Lao Cai","northern_mountains","xám","24.69","50.8","44.99","39.64","35.0","32.52","21.32","21.61","18.4","0.2","7.0","Ổn định","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","61.5","thiếu POI/nguồn kiểm định","Theo dõi thời tiết, giá/lưu trú và sự kiện; chuẩn bị shuttle, voucher giờ thấp điểm.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"62","Ho Chi Minh City","Ho Chi Minh City","southeast","xám","16.48","47.1","40.17","32.66","75.2","25.67","12.36","12.3","27.5","0.0","6.5","Ổn định","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","61.5","thiếu POI/nguồn kiểm định","Theo dõi thời tiết, giá/lưu trú và sự kiện; chuẩn bị shuttle, voucher giờ thấp điểm.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
"63","Da Lat","Lam Dong","central_highlands","xám","16.38","41.74","55.42","56.12","35.0","23.99","13.0","18.25","18.1","0.0","5.3","Ổn định","20/05/2026 17:50","mixed_proxy_thieu_du_lieu","61.5","thiếu POI/nguồn kiểm định","Theo dõi thời tiết, giá/lưu trú và sự kiện; chuẩn bị shuttle, voucher giờ thấp điểm.","Tăng doanh thu mùa thấp điểm và kéo dài thời gian lưu trú nếu kích cầu đúng phân khúc.","20/05/2026 17:50"
